state,state_name,year,sce,shares,category,decile_pop,decile_gdp,decile_gdp_pc
NY,New York,2040,SSP3,0.424368131,d10,1830473.482,5.22E+11,284922.9213
OH,Ohio,2040,SSP3,0.017477243,d1,1164062.398,8931007556,7672.275617
OH,Ohio,2040,SSP3,0.029724273,d2,1164062.398,15189335456,13048.55777
OH,Ohio,2040,SSP3,0.038839258,d3,1164062.398,19847163919,17049.91412
OH,Ohio,2040,SSP3,0.048044573,d4,1164062.398,24551151718,21090.92412
OH,Ohio,2040,SSP3,0.058198246,d5,1164062.398,29739757855,25548.25059
OH,Ohio,2040,SSP3,0.07039015,d6,1164062.398,35969915938,30900.33317
OH,Ohio,2040,SSP3,0.086613116,d7,1164062.398,44259978160,38021.99798
OH,Ohio,2040,SSP3,0.110579938,d8,1164062.398,56507211226,48543.11187
OH,Ohio,2040,SSP3,0.154651046,d9,1164062.398,79027891322,67889.73807
OH,Ohio,2040,SSP3,0.387233319,d10,1164062.398,1.98E+11,169990.2411
OK,Oklahoma,2040,SSP3,0.017371377,d1,431793.6887,3239262724,7501.876032
OK,Oklahoma,2040,SSP3,0.029586341,d2,431793.6887,5517002569,12776.9412
OK,Oklahoma,2040,SSP3,0.03869394,d3,431793.6887,7215308117,16710.0824
OK,Oklahoma,2040,SSP3,0.04790088,d4,431793.6887,8932137908,20686.12428
OK,Oklahoma,2040,SSP3,0.058062957,d5,431793.6887,10827073308,25074.64466
OK,Oklahoma,2040,SSP3,0.070270749,d6,431793.6887,13103475781,30346.61257
OK,Oklahoma,2040,SSP3,0.086522342,d7,431793.6887,16133930961,37364.90686
OK,Oklahoma,2040,SSP3,0.110541201,d8,431793.6887,20612758093,47737.51593
OK,Oklahoma,2040,SSP3,0.154723828,d9,431793.6887,28851548644,66817.90263
OK,Oklahoma,2040,SSP3,0.388084774,d10,431793.6887,72366660518,167595.4569
OR,Oregon,2040,SSP3,0.017795291,d1,456970.0423,3681511771,8056.352563
OR,Oregon,2040,SSP3,0.030138064,d2,456970.0423,6234999888,13644.22021
OR,Oregon,2040,SSP3,0.039274765,d3,456970.0423,8125211870,17780.62262
OR,Oregon,2040,SSP3,0.048474774,d4,456970.0423,10028521090,21945.68607
OR,Oregon,2040,SSP3,0.058602786,d5,456970.0423,12123816717,26530.8786
OR,Oregon,2040,SSP3,0.070746579,d6,456970.0423,14636139605,32028.66326
OR,Oregon,2040,SSP3,0.086883263,d7,456970.0423,17974516712,39334.12488
OR,Oregon,2040,SSP3,0.110693717,d8,456970.0423,22900452831,50113.68517
OR,Oregon,2040,SSP3,0.154430888,d9,456970.0423,31948852764,69914.54539
OR,Oregon,2040,SSP3,0.384689787,d10,456970.0423,79585098058,174158.2395
PA,Pennsylvania,2040,SSP3,0.017098308,d1,1300827.934,11071786111,8511.337911
PA,Pennsylvania,2040,SSP3,0.029230092,d2,1300827.934,18927564449,14550.39821
PA,Pennsylvania,2040,SSP3,0.038318264,d3,1300827.934,24812491573,19074.38403
PA,Pennsylvania,2040,SSP3,0.047529056,d4,1300827.934,30776819678,23659.40865
PA,Pennsylvania,2040,SSP3,0.057712482,d5,1300827.934,37370964230,28728.59911
PA,Pennsylvania,2040,SSP3,0.06996095,d6,1300827.934,45302299768,34825.74334
PA,Pennsylvania,2040,SSP3,0.086286168,d7,1300827.934,55873481544,42952.24609
PA,Pennsylvania,2040,SSP3,0.11043922,d8,1300827.934,71513475026,54975.35312
PA,Pennsylvania,2040,SSP3,0.15491037,d9,1300827.934,1.00E+11,77112.5719
PA,Pennsylvania,2040,SSP3,0.390292499,d10,1300827.934,2.53E+11,194283.045
RI,Rhode Island,2040,SSP3,0.016351155,d1,108628.7228,786744888.1,7242.512547
RI,Rhode Island,2040,SSP3,0.028251679,d2,108628.7228,1359345198,12513.68112
RI,Rhode Island,2040,SSP3,0.037283761,d3,108628.7228,1793928831,16514.31393
RI,Rhode Island,2040,SSP3,0.046502451,d4,108628.7228,2237491212,20597.60212
RI,Rhode Island,2040,SSP3,0.056741726,d5,108628.7228,2730159605,25132.94397
RI,Rhode Island,2040,SSP3,0.06909912,d6,108628.7228,3324742468,30606.47664
RI,Rhode Island,2040,SSP3,0.08562408,d7,108628.7228,4119850080,37925.97365
RI,Rhode Island,2040,SSP3,0.11014407,d8,108628.7228,5299642994,48786.75598
RI,Rhode Island,2040,SSP3,0.155411453,d9,108628.7228,7477708224,68837.30221
RI,Rhode Island,2040,SSP3,0.396422846,d10,108628.7228,19074105018,175589.8856
SC,South Carolina,2040,SSP3,0.016972421,d1,567722.5825,2965678554,5223.816429
SC,South Carolina,2040,SSP3,0.029065624,d2,567722.5825,5078786211,8945.894293
SC,South Carolina,2040,SSP3,0.038144653,d3,567722.5825,6665211718,11740.26175
SC,South Carolina,2040,SSP3,0.047357052,d4,567722.5825,8274941653,14575.67817
SC,South Carolina,2040,SSP3,0.057550157,d5,567722.5825,10056035398,17712.93887
SC,South Carolina,2040,SSP3,0.069817226,d6,567722.5825,12199523558,21488.52967
SC,South Carolina,2040,SSP3,0.086176277,d7,567722.5825,15058024812,26523.56146
SC,South Carolina,2040,SSP3,0.110391178,d8,567722.5825,19289219205,33976.48746
SC,South Carolina,2040,SSP3,0.154995772,d9,567722.5825,27083209692,47705.00686
SC,South Carolina,2040,SSP3,0.391315999,d10,567722.5825,68376660344,120440.2686
SD,South Dakota,2040,SSP3,0.020041939,d1,92696.71388,778612821.5,8399.573069
SD,South Dakota,2040,SSP3,0.033038724,d2,92696.71388,1283527213,13846.52335
SD,South Dakota,2040,SSP3,0.042310961,d3,92696.71388,1643745983,17732.51623
SD,South Dakota,2040,SSP3,0.051457433,d4,92696.71388,1999078886,21565.80102
SD,South Dakota,2040,SSP3,0.061388575,d5,92696.71388,2384895573,25727.94086
SD,South Dakota,2040,SSP3,0.073178097,d6,92696.71388,2842908791,30668.92743
SD,South Dakota,2040,SSP3,0.088694933,d7,92696.71388,3445725088,37172.03064
SD,South Dakota,2040,SSP3,0.11139941,d8,92696.71388,4327775318,46687.47291
SD,South Dakota,2040,SSP3,0.152819045,d9,92696.71388,5936894020,64046.43457
SD,South Dakota,2040,SSP3,0.367268357,d10,92696.71388,14268073148,153922.1031
TN,Tennessee,2040,SSP3,0.016169118,d1,710618.4034,5038126020,7089.77701
TN,Tennessee,2040,SSP3,0.028012431,d2,710618.4034,8728376990,12282.79052
TN,Tennessee,2040,SSP3,0.037030153,d3,710618.4034,11538203713,16236.849
TN,Tennessee,2040,SSP3,0.046250144,d4,710618.4034,14411055316,20279.59767
TN,Tennessee,2040,SSP3,0.056502419,d5,710618.4034,17605555687,24774.97853
TN,Tennessee,2040,SSP3,0.068885791,d6,710618.4034,21464083325,30204.79518
TN,Tennessee,2040,SSP3,0.085459014,d7,710618.4034,26628124185,37471.7627
TN,Tennessee,2040,SSP3,0.11006835,d8,710618.4034,34296132795,48262.3763
TN,Tennessee,2040,SSP3,0.155531335,d9,710618.4034,48461917699,68196.82331
TN,Tennessee,2040,SSP3,0.397937655,d10,710618.4034,1.24E+11,174486.2792
TX,Texas,2040,SSP3,0.015807783,d1,3151051.996,26022891016,8258.477183
TX,Texas,2040,SSP3,0.027536456,d2,3151051.996,45330720535,14385.90051
TX,Texas,2040,SSP3,0.03652481,d3,3151051.996,60127416349,19081.69602
TX,Texas,2040,SSP3,0.045746605,d4,3151051.996,75308404490,23899.44837
TX,Texas,2040,SSP3,0.056023931,d5,3151051.996,92227015685,29268.64291
TX,Texas,2040,SSP3,0.068458172,d6,3151051.996,1.13E+11,35764.6769
TX,Texas,2040,SSP3,0.085126692,d7,3151051.996,1.40E+11,44472.82984
TX,Texas,2040,SSP3,0.109913308,d8,3151051.996,1.81E+11,57422.12847
TX,Texas,2040,SSP3,0.155766554,d9,3151051.996,2.56E+11,81377.28941
TX,Texas,2040,SSP3,0.400970882,d10,3151051.996,6.60E+11,209479.6519
UT,Utah,2040,SSP3,0.021836035,d1,396509.5609,4064771666,10251.38374
UT,Utah,2040,SSP3,0.0353319,d2,396509.5609,6577023073,16587.30008
UT,Utah,2040,SSP3,0.044693802,d3,396509.5609,8319738450,20982.44095
UT,Utah,2040,SSP3,0.053780824,d4,396509.5609,10011284995,25248.53366
UT,Utah,2040,SSP3,0.063538532,d5,396509.5609,11827679546,29829.49394
UT,Utah,2040,SSP3,0.075030159,d6,396509.5609,13966842623,35224.4788
UT,Utah,2040,SSP3,0.090041223,d7,396509.5609,16761147891,42271.73703
UT,Utah,2040,SSP3,0.111861039,d8,396509.5609,20822900394,52515.50642
UT,Utah,2040,SSP3,0.151472963,d9,396509.5609,28196648709,71112.15337
UT,Utah,2040,SSP3,0.353923588,d10,396509.5609,65882774609,166156.8373
VA,Virginia,2040,SSP3,0.017035528,d1,937628.7927,7590920799,8095.869985
VA,Virginia,2040,SSP3,0.02914809,d2,937628.7927,12988199875,13852.17687
VA,Virginia,2040,SSP3,0.038231717,d3,937628.7927,17035805158,18169.02946
VA,Virginia,2040,SSP3,0.047443324,d4,937628.7927,21140437499,22546.70256
VA,Virginia,2040,SSP3,0.05763159,d5,937628.7927,25680262756,27388.51767
VA,Virginia,2040,SSP3,0.069889347,d6,937628.7927,31142239782,33213.82622
VA,Virginia,2040,SSP3,0.086231446,d7,937628.7927,38424173116,40980.15485
VA,Virginia,2040,SSP3,0.110415344,d8,937628.7927,49200361229,52473.17661
VA,Virginia,2040,SSP3,0.154953008,d9,937628.7927,69046055476,73639.0094
VA,Virginia,2040,SSP3,0.390802463,d10,937628.7927,1.74E+11,185722.7983
VT,Vermont,2040,SSP3,0.019937003,d1,59810.01026,513098312.6,8578.803288
VT,Vermont,2040,SSP3,0.032904018,d2,59810.01026,846817152.7,14158.45189
VT,Vermont,2040,SSP3,0.042170547,d3,59810.01026,1085300359,18145.7979
VT,Vermont,2040,SSP3,0.051320078,d4,59810.01026,1320772507,22082.8002
VT,Vermont,2040,SSP3,0.061260959,d5,59810.01026,1576610822,26360.31687
VT,Vermont,2040,SSP3,0.073067531,d6,59810.01026,1880464524,31440.63203
VT,Vermont,2040,SSP3,0.088613681,d7,59810.01026,2280559932,38130.0709
VT,Vermont,2040,SSP3,0.111369863,d8,59810.01026,2866212579,47921.95431
VT,Vermont,2040,SSP3,0.152896305,d9,59810.01026,3934936264,65790.59671
VT,Vermont,2040,SSP3,0.368063058,d10,59810.01026,9472463539,158375.8889
WA,Washington,2040,SSP3,0.018551925,d1,816001.487,10002189713,12257.5631
WA,Washington,2040,SSP3,0.031119105,d2,816001.487,16777730177,20560.90638
WA,Washington,2040,SSP3,0.040304772,d3,816001.487,21730142608,26630.0282
WA,Washington,2040,SSP3,0.049489736,d4,816001.487,26682176018,32698.68553
WA,Washington,2040,SSP3,0.059554346,d5,816001.487,32108466746,39348.5395
WA,Washington,2040,SSP3,0.071581506,d6,816001.487,38592857775,47295.08266
WA,Washington,2040,SSP3,0.087511364,d7,816001.487,47181371464,57820.2028
WA,Washington,2040,SSP3,0.110949604,d8,816001.487,59817996667,73306.23488
WA,Washington,2040,SSP3,0.153898581,d9,816001.487,82973750905,101683.333
WA,Washington,2040,SSP3,0.378721091,d10,816001.487,2.04E+11,250227.2766
WI,Wisconsin,2040,SSP3,0.020068131,d1,589433.794,5361104489,9095.34632
WI,Wisconsin,2040,SSP3,0.033072336,d2,589433.794,8835115187,14989.15617
WI,Wisconsin,2040,SSP3,0.042345989,d3,589433.794,11312526897,19192.1926
WI,Wisconsin,2040,SSP3,0.051491689,d4,589433.794,13755756579,23337.23773
WI,Wisconsin,2040,SSP3,0.061420393,d5,589433.794,16408162006,27837.1586
WI,Wisconsin,2040,SSP3,0.073205653,d6,589433.794,19556537422,33178.51406
WI,Wisconsin,2040,SSP3,0.088715168,d7,589433.794,23699829614,40207.789
WI,Wisconsin,2040,SSP3,0.111406737,d8,589433.794,29761772922,50492.13877
WI,Wisconsin,2040,SSP3,0.152799734,d9,589433.794,40819712598,69252.41311
WI,Wisconsin,2040,SSP3,0.367070263,d10,589433.794,98061051853,166364.8282
WV,West Virginia,2040,SSP3,0.0174017,d1,172522.8327,1055808131,6119.816804
WV,West Virginia,2040,SSP3,0.029625859,d2,172522.8327,1797480867,10418.79987
WV,West Virginia,2040,SSP3,0.038735582,d3,172522.8327,2350192362,13622.50042
WV,West Virginia,2040,SSP3,0.047942063,d4,172522.8327,2908774425,16860.22876
WV,West Virginia,2040,SSP3,0.058101741,d5,172522.8327,3525189525,20433.1767
WV,West Virginia,2040,SSP3,0.070304988,d6,172522.8327,4265593474,24724.80545
WV,West Virginia,2040,SSP3,0.086548387,d7,172522.8327,5251124355,30437.27182
WV,West Virginia,2040,SSP3,0.110552341,d8,172522.8327,6707509065,38878.96436
WV,West Virginia,2040,SSP3,0.154703008,d9,172522.8327,9386249257,54405.83782
WV,West Virginia,2040,SSP3,0.387840645,d10,172522.8327,23531339261,136395.5071
WY,Wyoming,2040,SSP3,0.022300069,d1,61272.71657,772589857,12609.03548
WY,Wyoming,2040,SSP3,0.035922246,d2,61272.71657,1244532602,20311.36649
WY,Wyoming,2040,SSP3,0.04530512,d3,61272.71657,1569603941,25616.686
WY,Wyoming,2040,SSP3,0.05437477,d4,61272.71657,1883823578,30744.90056
WY,Wyoming,2040,SSP3,0.064085681,d5,61272.71657,2220259817,36235.70067
WY,Wyoming,2040,SSP3,0.075498468,d6,61272.71657,2615657853,42688.78547
WY,Wyoming,2040,SSP3,0.090377429,d7,61272.71657,3131142103,51101.73464
WY,Wyoming,2040,SSP3,0.111968256,d8,61272.71657,3879160145,63309.74636
WY,Wyoming,2040,SSP3,0.151117762,d9,61272.71657,5235501744,85445.88908
WY,Wyoming,2040,SSP3,0.350539847,d10,61272.71657,12144515350,198204.2911
AK,Alaska,2040,SSP5,0.023556619,d1,46927.93884,725814796.3,15466.58162
AK,Alaska,2040,SSP5,0.037531952,d2,46927.93884,1156415787,24642.3733
AK,Alaska,2040,SSP5,0.046980516,d3,46927.93884,1447540229,30846.02189
AK,Alaska,2040,SSP5,0.056011127,d4,46927.93884,1725786911,36775.25486
AK,Alaska,2040,SSP5,0.065603092,d5,46927.93884,2021329753,43073.05633
AK,Alaska,2040,SSP5,0.076809571,d6,46927.93884,2366618195,50430.90009
AK,Alaska,2040,SSP5,0.091335977,d7,46927.93884,2814198572,59968.51005
AK,Alaska,2040,SSP5,0.112307433,d8,46927.93884,3460360615,73737.74985
AK,Alaska,2040,SSP5,0.150184161,d9,46927.93884,4627399468,98606.49291
AK,Alaska,2040,SSP5,0.341105124,d10,46927.93884,10509960963,223959.5691
AL,Alabama,2040,SSP5,0.017249447,d1,627105.5659,4628003515,7379.943293
AL,Alabama,2040,SSP5,0.029434772,d2,627105.5659,7897309884,12593.27028
AL,Alabama,2040,SSP5,0.038539703,d3,627105.5659,10340150671,16488.69223
AL,Alabama,2040,SSP5,0.047753763,d4,627105.5659,12812270622,20430.80355
AL,Alabama,2040,SSP5,0.05793062,d5,627105.5659,15542707717,24784.83458
AL,Alabama,2040,SSP5,0.070161422,d6,627105.5659,18824215504,30017.61829
AL,Alabama,2040,SSP5,0.086449378,d7,627105.5659,23194252273,36986.20062
AL,Alabama,2040,SSP5,0.11052863,d8,627105.5659,29654683318,47288.18388
AL,Alabama,2040,SSP5,0.154826181,d9,627105.5659,41539656891,66240.29373
AL,Alabama,2040,SSP5,0.388887031,d10,627105.5659,1.04E+11,166380.0721
AR,Arkansas,2040,SSP5,0.017961556,d1,399065.4774,2711429780,6794.448363
AR,Arkansas,2040,SSP5,0.030363078,d2,399065.4774,4583531287,11485.66225
AR,Arkansas,2040,SSP5,0.039518094,d3,399065.4774,5965548693,14948.7967
AR,Arkansas,2040,SSP5,0.048721591,d4,399065.4774,7354884663,18430.27042
AR,Arkansas,2040,SSP5,0.058842271,d5,399065.4774,8882676195,22258.69362
AR,Arkansas,2040,SSP5,0.070966532,d6,399065.4774,10712923103,26845.02597
AR,Arkansas,2040,SSP5,0.087062155,d7,399065.4774,13142676490,32933.63429
AR,Arkansas,2040,SSP5,0.110791414,d8,399065.4774,16724783714,41909.8736
AR,Arkansas,2040,SSP5,0.154337891,d9,399065.4774,23298446627,58382.51602
AR,Arkansas,2040,SSP5,0.383147342,d10,399065.4774,57838926269,144935.9304
AZ,Arizona,2040,SSP5,0.018479628,d1,970579.5195,8513250436,8771.306487
AZ,Arizona,2040,SSP5,0.031035642,d2,970579.5195,14297592613,14730.98528
AZ,Arizona,2040,SSP5,0.040224858,d3,970579.5195,18530908192,19092.62231
AZ,Arizona,2040,SSP5,0.049418657,d4,970579.5195,22766335082,23456.43466
AZ,Arizona,2040,SSP5,0.059496512,d5,970579.5195,27409031541,28239.86184
AZ,Arizona,2040,SSP5,0.071541456,d6,970579.5195,32957932458,33956.96261
AZ,Arizona,2040,SSP5,0.087495854,d7,970579.5195,40307852365,41529.67537
AZ,Arizona,2040,SSP5,0.110970308,d8,970579.5195,51122134219,52671.76279
AZ,Arizona,2040,SSP5,0.153975549,d9,970579.5195,70933917589,73084.08653
AZ,Arizona,2040,SSP5,0.37904001,d10,970579.5195,1.75E+11,179910.3369
CA,California,2040,SSP5,0.016356843,d1,4534826.811,54704820462,12063.26564
CA,California,2040,SSP5,0.028264162,d2,4534826.811,94528382263,20844.98178
CA,California,2040,SSP5,0.037300701,d3,4534826.811,1.25E+11,27509.48118
CA,California,2040,SSP5,0.046522956,d4,4534826.811,1.56E+11,34310.94721
CA,California,2040,SSP5,0.056765326,d5,4534826.811,1.90E+11,41864.7539
CA,California,2040,SSP5,0.069125144,d6,4534826.811,2.31E+11,50980.19065
CA,California,2040,SSP5,0.085650924,d7,4534826.811,2.86E+11,63168.0483
CA,California,2040,SSP5,0.110168439,d8,4534826.811,3.68E+11,81249.8564
CA,California,2040,SSP5,0.155420428,d9,4534826.811,5.20E+11,114623.4581
CA,California,2040,SSP5,0.396253015,d10,4534826.811,1.33E+12,292238.874
CO,Colorado,2040,SSP5,0.019150566,d1,780236.2092,9612752009,12320.31005
CO,Colorado,2040,SSP5,0.031903467,d2,780236.2092,16014154176,20524.75133
CO,Colorado,2040,SSP5,0.041134419,d3,780236.2092,20647690980,26463.38472
CO,Colorado,2040,SSP5,0.050313363,d4,780236.2092,25255122028,32368.55933
CO,Colorado,2040,SSP5,0.060333525,d5,780236.2092,30284807960,38814.92246
CO,Colorado,2040,SSP5,0.072273688,d6,780236.2092,36278250966,46496.49752
CO,Colorado,2040,SSP5,0.088043706,d7,780236.2092,44194114769,56641.96848
CO,Colorado,2040,SSP5,0.111187972,d8,780236.2092,55811530645,71531.58234
CO,Colorado,2040,SSP5,0.153498188,d9,780236.2092,77049420628,98751.40338
CO,Colorado,2040,SSP5,0.373798783,d10,780236.2092,1.88E+11,240479.4147
CT,Connecticut,2040,SSP5,0.015894988,d1,385141.5228,4357597454,11314.27591
CT,Connecticut,2040,SSP5,0.02765504,d2,385141.5228,7581605717,19685.24625
CT,Connecticut,2040,SSP5,0.036653453,d3,385141.5228,10048512995,26090.44312
CT,Connecticut,2040,SSP5,0.045877486,d4,385141.5228,12577273804,32656.23948
CT,Connecticut,2040,SSP5,0.056151363,d5,385141.5228,15393848454,39969.32956
CT,Connecticut,2040,SSP5,0.068575726,d6,385141.5228,18799977013,48813.16581
CT,Connecticut,2040,SSP5,0.085222972,d7,385141.5228,23363805359,60662.90954
CT,Connecticut,2040,SSP5,0.109967038,d8,385141.5228,30147370027,78276.08357
CT,Connecticut,2040,SSP5,0.155719217,d9,385141.5228,42690291024,110843.1278
CT,Connecticut,2040,SSP5,0.400148027,d10,385141.5228,1.10E+11,284830.9909
DC,District of Columbia,2020,SSP5,0.012917133,d1,64936.37486,969880092.8,14935.85213
DC,District of Columbia,2040,SSP5,0.022492518,d2,72861.1651,2753257888,37787.728
DC,District of Columbia,2040,SSP5,0.031075547,d3,72861.1651,3803886915,52207.33034
DC,District of Columbia,2040,SSP5,0.040224292,d4,72861.1651,4923763949,67577.34305
DC,District of Columbia,2040,SSP5,0.050671306,d5,72861.1651,6202559133,85128.46487
DC,District of Columbia,2040,SSP5,0.063548693,d6,72861.1651,7778850740,106762.6455
DC,District of Columbia,2040,SSP5,0.081142368,d7,72861.1651,9932452417,136320.2524
DC,District of Columbia,2040,SSP5,0.10775215,d8,72861.1651,13189695212,181025.0384
DC,District of Columbia,2040,SSP5,0.157872676,d9,72861.1651,19324834620,265228.1856
DC,District of Columbia,2040,SSP5,0.435418345,d10,72861.1651,53298567687,731508.5837
DE,Delaware,2040,SSP5,0.020557938,d1,133589.7711,1550149938,11603.80713
DE,Delaware,2040,SSP5,0.033713446,d2,133589.7711,2542127340,19029.35621
DE,Delaware,2040,SSP5,0.043023628,d3,133589.7711,3244151933,24284.43366
DE,Delaware,2040,SSP5,0.052163933,d4,133589.7711,3933367127,29443.62503
DE,Delaware,2040,SSP5,0.062055813,d5,133589.7711,4679254053,35027.03849
DE,Delaware,2040,SSP5,0.07376947,d6,133589.7711,5562510179,41638.74325
DE,Delaware,2040,SSP5,0.089147901,d7,133589.7711,6722104777,50319.00814
DE,Delaware,2040,SSP5,0.111598899,d8,133589.7711,8414998937,62991.34185
DE,Delaware,2040,SSP5,0.152470474,d9,133589.7711,11496877551,86061.06185
DE,Delaware,2040,SSP5,0.363058817,d10,133589.7711,27376072581,204926.4129
FL,Florida,2040,SSP5,0.016778252,d1,2483301.268,17727565474,7138.709145
FL,Florida,2040,SSP5,0.028817854,d2,2483301.268,30448368138,12261.24616
FL,Florida,2040,SSP5,0.03788751,d3,2483301.268,40031185262,16120.14852
FL,Florida,2040,SSP5,0.04710664,d4,2483301.268,49771933624,20042.64817
FL,Florida,2040,SSP5,0.057318803,d5,2483301.268,60561900792,24387.6575
FL,Florida,2040,SSP5,0.069618379,d6,2483301.268,73557386785,29620.80668
FL,Florida,2040,SSP5,0.08603236,d7,2483301.268,90900070807,36604.528
FL,Florida,2040,SSP5,0.11034303,d8,2483301.268,1.17E+11,46948.08478
FL,Florida,2040,SSP5,0.155142502,d9,2483301.268,1.64E+11,66009.09307
FL,Florida,2040,SSP5,0.392750163,d10,2483301.268,4.15E+11,167104.963
GA,Georgia,2040,SSP5,0.016895729,d1,1368785.895,11093676563,8104.756635
GA,Georgia,2040,SSP5,0.028971872,d2,1368785.895,19022829816,13897.5934
GA,Georgia,2040,SSP5,0.03805049,d3,1368785.895,24983818639,18252.53952
GA,Georgia,2040,SSP5,0.047268507,d4,1368785.895,31036336358,22674.35431
GA,Georgia,2040,SSP5,0.057472015,d5,1368785.895,37735924021,27568.90187
GA,Georgia,2040,SSP5,0.06975458,d6,1368785.895,45800613237,33460.75775
GA,Georgia,2040,SSP5,0.086137238,d7,1368785.895,56557409176,41319.39801
GA,Georgia,2040,SSP5,0.110390226,d8,1368785.895,72481836264,52953.37754
GA,Georgia,2040,SSP5,0.155064172,d9,1368785.895,1.02E+11,74383.14007
GA,Georgia,2040,SSP5,0.391781885,d10,1368785.895,2.57E+11,187934.8818
HI,Hawaii,2040,SSP5,0.021859868,d1,176948.9823,2176337784,12299.23877
HI,Hawaii,2040,SSP5,0.035376993,d2,176948.9823,3522083781,19904.51561
HI,Hawaii,2040,SSP5,0.044751801,d3,176948.9823,4455426511,25179.15872
HI,Hawaii,2040,SSP5,0.053848567,d4,176948.9823,5361087769,30297.36424
HI,Hawaii,2040,SSP5,0.063614204,d5,176948.9823,6333340885,35791.90342
HI,Hawaii,2040,SSP5,0.075111329,d6,176948.9823,7477978517,42260.64721
HI,Hawaii,2040,SSP5,0.090122477,d7,176948.9823,8972467348,50706.52134
HI,Hawaii,2040,SSP5,0.111931465,d8,176948.9823,11143739591,62977.13298
HI,Hawaii,2040,SSP5,0.151492253,d9,176948.9823,15082356131,85235.61951
HI,Hawaii,2040,SSP5,0.353388368,d10,176948.9823,35182850035,198830.474
IA,Iowa,2040,SSP5,0.021428893,d1,403318.2287,4615460907,11443.72007
IA,Iowa,2040,SSP5,0.03482736,d2,403318.2287,7501288964,18598.93362
IA,Iowa,2040,SSP5,0.044181612,d3,403318.2287,9516054002,23594.40592
IA,Iowa,2040,SSP5,0.053293543,d4,403318.2287,11478626745,28460.47098
IA,Iowa,2040,SSP5,0.063101702,d5,403318.2287,13591156517,33698.34426
IA,Iowa,2040,SSP5,0.074671181,d6,403318.2287,16083048097,39876.81923
IA,Iowa,2040,SSP5,0.089804396,d7,403318.2287,19342514754,47958.44417
IA,Iowa,2040,SSP5,0.111825974,d8,403318.2287,24085631086,59718.67714
IA,Iowa,2040,SSP5,0.151818729,d9,403318.2287,32699468361,81076.09831
IA,Iowa,2040,SSP5,0.35656396,d10,403318.2287,76798508362,190416.6559
ID,Idaho,2040,SSP5,0.02108353,d1,243660.4997,2228531697,9146.052398
ID,Idaho,2040,SSP5,0.034386177,d2,243660.4997,3634623111,14916.75145
ID,Idaho,2040,SSP5,0.043723372,d3,243660.4997,4621565763,18967.2342
ID,Idaho,2040,SSP5,0.05284693,d4,243660.4997,5585926959,22925.04106
ID,Idaho,2040,SSP5,0.062688652,d5,243660.4997,6626198177,27194.38803
ID,Idaho,2040,SSP5,0.07431564,d6,243660.4997,7855172229,32238.18485
ID,Idaho,2040,SSP5,0.089546334,d7,243660.4997,9465058446,38845.27225
ID,Idaho,2040,SSP5,0.111738224,d8,243660.4997,11810743930,48472.13211
ID,Idaho,2040,SSP5,0.152078494,d9,243660.4997,16074715399,65971.77392
ID,Idaho,2040,SSP5,0.359126624,d10,243660.4997,37959728040,155789.4205
IL,Illinois,2040,SSP5,0.017304783,d1,1376597.487,15079472056,10954.16213
IL,Illinois,2040,SSP5,0.029507077,d2,1376597.487,25712610384,18678.37957
IL,Illinois,2040,SSP5,0.038616035,d3,1376597.487,33650200680,24444.47342
IL,Illinois,2040,SSP5,0.047829396,d4,1376597.487,41678768258,30276.65577
IL,Illinois,2040,SSP5,0.058002006,d5,1376597.487,50543230079,36716.05575
IL,Illinois,2040,SSP5,0.070224638,d6,1376597.487,61194091040,44453.14742
IL,Illinois,2040,SSP5,0.086497727,d7,1376597.487,75374539927,54754.23327
IL,Illinois,2040,SSP5,0.110549793,d8,1376597.487,96333627200,69979.51696
IL,Illinois,2040,SSP5,0.154788667,d9,1376597.487,1.35E+11,97983.32365
IL,Illinois,2040,SSP5,0.388436881,d10,1376597.487,3.38E+11,245885.8091
IN,Indiana,2040,SSP5,0.020332316,d1,817545.8938,8056969752,9855.067236
IN,Indiana,2040,SSP5,0.033424153,d2,817545.8938,13244796594,16200.67655
IN,Indiana,2040,SSP5,0.042722331,d3,817545.8938,16929332035,20707.50054
IN,Indiana,2040,SSP5,0.051869457,d4,817545.8938,20554010969,25141.10966
IN,Indiana,2040,SSP5,0.061782512,d5,817545.8938,24482200177,29945.96433
IN,Indiana,2040,SSP5,0.073533044,d6,817545.8938,29138515813,35641.44354
IN,Indiana,2040,SSP5,0.088974657,d7,817545.8938,35257474856,43125.98855
IN,Indiana,2040,SSP5,0.111536851,d8,817545.8938,44198065519,54061.87696
IN,Indiana,2040,SSP5,0.152637445,d9,817545.8938,60484761174,73983.32208
IN,Indiana,2040,SSP5,0.364759263,d10,817545.8938,1.45E+11,176798.7012
KS,Kansas,2040,SSP5,0.019876216,d1,394211.0515,4226964009,10722.59135
KS,Kansas,2040,SSP5,0.032838353,d2,394211.0515,6983549396,17715.25524
KS,Kansas,2040,SSP5,0.042111476,d3,394211.0515,8955612750,22717.81249
KS,Kansas,2040,SSP5,0.051271685,d4,394211.0515,10903663312,27659.4562
KS,Kansas,2040,SSP5,0.061226857,d5,394211.0515,13020774222,33029.95736
KS,Kansas,2040,SSP5,0.073051298,d6,394211.0515,15535412146,39408.87017
KS,Kansas,2040,SSP5,0.088620177,d7,394211.0515,18846358817,47807.78912
